abbreviation ,stname,Ctyname,cases2023
MO,Missouri,Vernon County,0
MO,Missouri,Warren County,0
MO,Missouri,Washington County,0
MO,Missouri,Wayne County,0
MO,Missouri,Webster County,0
MO,Missouri,Worth County,0
MO,Missouri,Wright County,0
MO,Missouri,St. Louis city,0
MT,Montana,Beaverhead County,0
MT,Montana,Big Horn County,0
MT,Montana,Blaine County,0
MT,Montana,Broadwater County,0
MT,Montana,Carbon County,0
MT,Montana,Carter County,0
MT,Montana,Cascade County,1
MT,Montana,Chouteau County,0
MT,Montana,Custer County,1
MT,Montana,Daniels County,0
MT,Montana,Dawson County,0
MT,Montana,Deer Lodge County,0
MT,Montana,Fallon County,0
MT,Montana,Fergus County,0
MT,Montana,Flathead County,0
MT,Montana,Gallatin County,3
MT,Montana,Garfield County,0
MT,Montana,Glacier County,0
MT,Montana,Golden Valley County,0
MT,Montana,Granite County,0
MT,Montana,Hill County,0
MT,Montana,Jefferson County,0
MT,Montana,Judith Basin County,0
MT,Montana,Lake County,2
MT,Montana,Lewis and Clark County,1
MT,Montana,Liberty County,0
MT,Montana,Lincoln County,0
MT,Montana,McCone County,0
MT,Montana,Madison County,0
MT,Montana,Meagher County,0
MT,Montana,Mineral County,0
MT,Montana,Missoula County,2
MT,Montana,Musselshell County,0
MT,Montana,Park County,0
MT,Montana,Petroleum County,0
MT,Montana,Phillips County,0
MT,Montana,Pondera County,0
MT,Montana,Powder River County,0
MT,Montana,Powell County,0
MT,Montana,Prairie County,0
MT,Montana,Ravalli County,0
MT,Montana,Richland County,0
MT,Montana,Roosevelt County,0
MT,Montana,Rosebud County,0
MT,Montana,Sanders County,0
MT,Montana,Sheridan County,0
MT,Montana,Silver Bow County,0
MT,Montana,Stillwater County,0
MT,Montana,Sweet Grass County,0
MT,Montana,Teton County,0
MT,Montana,Toole County,0
MT,Montana,Treasure County,0
MT,Montana,Valley County,0
MT,Montana,Wheatland County,0
MT,Montana,Wibaux County,0
MT,Montana,Yellowstone County,1
NE,Nebraska,Adams County,0
NE,Nebraska,Antelope County,0
NE,Nebraska,Arthur County,0
NE,Nebraska,Banner County,0
NE,Nebraska,Blaine County,0
NE,Nebraska,Boone County,0
NE,Nebraska,Box Butte County,0
NE,Nebraska,Boyd County,0
NE,Nebraska,Brown County,0
NE,Nebraska,Buffalo County,0
NE,Nebraska,Burt County,0
NE,Nebraska,Butler County,0
NE,Nebraska,Cass County,0
NE,Nebraska,Cedar County,0
NE,Nebraska,Chase County,0
NE,Nebraska,Cherry County,0
NE,Nebraska,Cheyenne County,0
NE,Nebraska,Clay County,0
NE,Nebraska,Colfax County,0
NE,Nebraska,Cuming County,0
NE,Nebraska,Custer County,0
NE,Nebraska,Dakota County,0
NE,Nebraska,Dawes County,0
NE,Nebraska,Dawson County,0
NE,Nebraska,Deuel County,0
NE,Nebraska,Dixon County,0
NE,Nebraska,Dodge County,2
NE,Nebraska,Douglas County,0
NE,Nebraska,Dundy County,0
NE,Nebraska,Fillmore County,0
NE,Nebraska,Franklin County,0
NE,Nebraska,Frontier County,0
NE,Nebraska,Furnas County,0
NE,Nebraska,Gage County,0
NE,Nebraska,Garden County,0
NE,Nebraska,Garfield County,0
NE,Nebraska,Gosper County,0
NE,Nebraska,Grant County,0
NE,Nebraska,Greeley County,0
NE,Nebraska,Hall County,0
NE,Nebraska,Hamilton County,0
NE,Nebraska,Harlan County,0
NE,Nebraska,Hayes County,0
NE,Nebraska,Hitchcock County,0
NE,Nebraska,Holt County,0
NE,Nebraska,Hooker County,0
NE,Nebraska,Howard County,0
NE,Nebraska,Jefferson County,0
NE,Nebraska,Johnson County,0
NE,Nebraska,Kearney County,0
NE,Nebraska,Keith County,0
NE,Nebraska,Keya Paha County,0
NE,Nebraska,Kimball County,0
NE,Nebraska,Knox County,0
NE,Nebraska,Lancaster County,1
NE,Nebraska,Lincoln County,0
NE,Nebraska,Logan County,0
NE,Nebraska,Loup County,0
NE,Nebraska,McPherson County,0
NE,Nebraska,Madison County,1
NE,Nebraska,Merrick County,1
NE,Nebraska,Morrill County,0
NE,Nebraska,Nance County,0
NE,Nebraska,Nemaha County,0
NE,Nebraska,Nuckolls County,0
NE,Nebraska,Otoe County,0
NE,Nebraska,Pawnee County,0
NE,Nebraska,Perkins County,0
NE,Nebraska,Phelps County,0
NE,Nebraska,Pierce County,0
NE,Nebraska,Platte County,0
NE,Nebraska,Polk County,0
NE,Nebraska,Red Willow County,0
NE,Nebraska,Richardson County,0
NE,Nebraska,Rock County,0
NE,Nebraska,Saline County,0
NE,Nebraska,Sarpy County,0
NE,Nebraska,Saunders County,0
NE,Nebraska,Scotts Bluff County,0
NE,Nebraska,Seward County,0
NE,Nebraska,Sheridan County,0
NE,Nebraska,Sherman County,0
NE,Nebraska,Sioux County,0
NE,Nebraska,Stanton County,0
NE,Nebraska,Thayer County,0
NE,Nebraska,Thomas County,0
NE,Nebraska,Thurston County,0
NE,Nebraska,Valley County,0
NE,Nebraska,Washington County,0
NE,Nebraska,Wayne County,0
NE,Nebraska,Webster County,0
NE,Nebraska,Wheeler County,0
NE,Nebraska,York County,0
NV,Nevada,Churchill County,0
NV,Nevada,Clark County,6
NV,Nevada,Douglas County,1
NV,Nevada,Elko County,0
NV,Nevada,Esmeralda County,0
NV,Nevada,Eureka County,0
NV,Nevada,Humboldt County,0
NV,Nevada,Lander County,0
NV,Nevada,Lincoln County,1
NV,Nevada,Lyon County,1
NV,Nevada,Mineral County,0
NV,Nevada,Nye County,0
NV,Nevada,Pershing County,0
NV,Nevada,Storey County,0
NV,Nevada,Washoe County,5
NV,Nevada,White Pine County,0
NV,Nevada,Carson City,0
NH,New Hampshire,Belknap County,79
NH,New Hampshire,Carroll County,53
NH,New Hampshire,Cheshire County,120
NH,New Hampshire,Coos County,10
NH,New Hampshire,Grafton County,148
NH,New Hampshire,Hillsborough County,410
NH,New Hampshire,Merrimack County,227
NH,New Hampshire,Rockingham County,259
NH,New Hampshire,Strafford County,169
NH,New Hampshire,Sullivan County,89
NJ,New Jersey,Atlantic County,173
NJ,New Jersey,Bergen County,486
NJ,New Jersey,Burlington County,227
NJ,New Jersey,Camden County,177
NJ,New Jersey,Cape May County,52
NJ,New Jersey,Cumberland County,101
NJ,New Jersey,Essex County,213
NJ,New Jersey,Gloucester County,144
NJ,New Jersey,Hudson County,147
NJ,New Jersey,Hunterdon County,735
NJ,New Jersey,Mercer County,389
NJ,New Jersey,Middlesex County,445
NJ,New Jersey,Monmouth County,674
NJ,New Jersey,Morris County,674
NJ,New Jersey,Ocean County,611
NJ,New Jersey,Passaic County,324
NJ,New Jersey,Salem County,52
NJ,New Jersey,Somerset County,390
NJ,New Jersey,Sussex County,530
NJ,New Jersey,Union County,149
NJ,New Jersey,Warren County,413
NM,New Mexico,Bernalillo County,5
NM,New Mexico,Catron County,0
NM,New Mexico,Chaves County,0
NM,New Mexico,Cibola County,0
NM,New Mexico,Colfax County,0
NM,New Mexico,Curry County,0
NM,New Mexico,De Baca County,0
NM,New Mexico,Doña Ana County,0
NM,New Mexico,Eddy County,0
NM,New Mexico,Grant County,0
NM,New Mexico,Guadalupe County,0
NM,New Mexico,Harding County,0
NM,New Mexico,Hidalgo County,0
NM,New Mexico,Lea County,0
NM,New Mexico,Lincoln County,0
NM,New Mexico,Los Alamos County,2
NM,New Mexico,Luna County,0
NM,New Mexico,McKinley County,0
NM,New Mexico,Mora County,0
NM,New Mexico,Otero County,0
NM,New Mexico,Quay County,0
NM,New Mexico,Rio Arriba County,0
NM,New Mexico,Roosevelt County,0
NM,New Mexico,Sandoval County,1
NM,New Mexico,San Juan County,0
NM,New Mexico,San Miguel County,0
NM,New Mexico,Santa Fe County,1
NM,New Mexico,Sierra County,2
NM,New Mexico,Socorro County,0
NM,New Mexico,Taos County,0
NM,New Mexico,Torrance County,0
NM,New Mexico,Union County,0
NM,New Mexico,Valencia County,0
NY,New York,Albany County,481
NY,New York,Allegany County,185
NY,New York,Bronx County,222
NY,New York,Broome County,357
NY,New York,Cattaraugus County,176
NY,New York,Cayuga County,111
NY,New York,Chautauqua County,163
NY,New York,Chemung County,105
NY,New York,Chenango County,203
NY,New York,Clinton County,113
NY,New York,Columbia County,162
NY,New York,Cortland County,106
NY,New York,Delaware County,244
NY,New York,Dutchess County,1065
NY,New York,Erie County,400
NY,New York,Essex County,138
NY,New York,Franklin County,21
NY,New York,Fulton County,71
NY,New York,Genesee County,33
NY,New York,Greene County,177
NY,New York,Hamilton County,6
NY,New York,Herkimer County,187
NY,New York,Jefferson County,243
NY,New York,Kings County,1200
NY,New York,Lewis County,65
NY,New York,Livingston County,129
NY,New York,Madison County,149
NY,New York,Monroe County,442
NY,New York,Montgomery County,79
NY,New York,Nassau County,691
NY,New York,New York County,1114
NY,New York,Niagara County,40
NY,New York,Oneida County,332
NY,New York,Onondaga County,579
NY,New York,Ontario County,233
NY,New York,Orange County,1201
NY,New York,Orleans County,17
NY,New York,Oswego County,232
NY,New York,Otsego County,358
NY,New York,Putnam County,347
NY,New York,Queens County,477
NY,New York,Rensselaer County,481
NY,New York,Richmond County,248
NY,New York,Rockland County,626
NY,New York,St. Lawrence County,113
NY,New York,Saratoga County,243
NY,New York,Schenectady County,138
NY,New York,Schoharie County,152
NY,New York,Schuyler County,61
NY,New York,Seneca County,38
NY,New York,Steuben County,256
NY,New York,Suffolk County,3262
NY,New York,Sullivan County,360
NY,New York,Tioga County,160
NY,New York,Tompkins County,399
NY,New York,Ulster County,893
NY,New York,Warren County,227
NY,New York,Washington County,301
NY,New York,Wayne County,70
NY,New York,Westchester County,1317
NY,New York,Wyoming County,41
NY,New York,Yates County,82
NC,North Carolina,Alamance County,1
NC,North Carolina,Alexander County,1
NC,North Carolina,Alleghany County,4
NC,North Carolina,Anson County,0
NC,North Carolina,Ashe County,9
NC,North Carolina,Avery County,6
NC,North Carolina,Beaufort County,0
NC,North Carolina,Bertie County,0
NC,North Carolina,Bladen County,0
NC,North Carolina,Brunswick County,2
NC,North Carolina,Buncombe County,37
NC,North Carolina,Burke County,1
NC,North Carolina,Cabarrus County,4
NC,North Carolina,Caldwell County,3
NC,North Carolina,Camden County,0
NC,North Carolina,Carteret County,0
NC,North Carolina,Caswell County,0
NC,North Carolina,Catawba County,1
NC,North Carolina,Chatham County,0
NC,North Carolina,Cherokee County,1
NC,North Carolina,Chowan County,1
NC,North Carolina,Clay County,0
NC,North Carolina,Cleveland County,0
NC,North Carolina,Columbus County,0
NC,North Carolina,Craven County,1
NC,North Carolina,Cumberland County,6
NC,North Carolina,Currituck County,0
NC,North Carolina,Dare County,1
NC,North Carolina,Davidson County,3
NC,North Carolina,Davie County,2
NC,North Carolina,Duplin County,0
NC,North Carolina,Durham County,5
NC,North Carolina,Edgecombe County,0
NC,North Carolina,Forsyth County,6
NC,North Carolina,Franklin County,0
NC,North Carolina,Gaston County,2
NC,North Carolina,Gates County,1
NC,North Carolina,Graham County,0
NC,North Carolina,Granville County,0
NC,North Carolina,Greene County,0
NC,North Carolina,Guilford County,5
NC,North Carolina,Halifax County,0
NC,North Carolina,Harnett County,2
NC,North Carolina,Haywood County,1
NC,North Carolina,Henderson County,2
NC,North Carolina,Hertford County,0
NC,North Carolina,Hoke County,0
NC,North Carolina,Hyde County,0
NC,North Carolina,Iredell County,2
NC,North Carolina,Jackson County,0
NC,North Carolina,Johnston County,1
NC,North Carolina,Jones County,0
NC,North Carolina,Lee County,0
NC,North Carolina,Lenoir County,0
NC,North Carolina,Lincoln County,1
NC,North Carolina,McDowell County,0
NC,North Carolina,Macon County,0
NC,North Carolina,Madison County,8
NC,North Carolina,Martin County,0
NC,North Carolina,Mecklenburg County,14
NC,North Carolina,Mitchell County,13
NC,North Carolina,Montgomery County,0
NC,North Carolina,Moore County,3
NC,North Carolina,Nash County,1
NC,North Carolina,New Hanover County,2
NC,North Carolina,Northampton County,0
NC,North Carolina,Onslow County,1
NC,North Carolina,Orange County,5
NC,North Carolina,Pamlico County,0
NC,North Carolina,Pasquotank County,0
NC,North Carolina,Pender County,1
NC,North Carolina,Perquimans County,1
NC,North Carolina,Person County,0
NC,North Carolina,Pitt County,0
NC,North Carolina,Polk County,1
NC,North Carolina,Randolph County,0
NC,North Carolina,Richmond County,1
NC,North Carolina,Robeson County,0
NC,North Carolina,Rockingham County,1
NC,North Carolina,Rowan County,3
NC,North Carolina,Rutherford County,0
NC,North Carolina,Sampson County,0
NC,North Carolina,Scotland County,0
NC,North Carolina,Stanly County,0
NC,North Carolina,Stokes County,2
NC,North Carolina,Surry County,3
NC,North Carolina,Swain County,0
NC,North Carolina,Transylvania County,3
NC,North Carolina,Tyrrell County,0
NC,North Carolina,Union County,4
NC,North Carolina,Vance County,1
NC,North Carolina,Wake County,10
NC,North Carolina,Warren County,0
NC,North Carolina,Washington County,0
NC,North Carolina,Watauga County,21
NC,North Carolina,Wayne County,1
NC,North Carolina,Wilkes County,1
NC,North Carolina,Wilson County,0
NC,North Carolina,Yadkin County,0
NC,North Carolina,Yancey County,15
ND,North Dakota,Adams County,0
ND,North Dakota,Barnes County,0
ND,North Dakota,Benson County,0
ND,North Dakota,Billings County,0
ND,North Dakota,Bottineau County,0
ND,North Dakota,Bowman County,0
ND,North Dakota,Burke County,0
ND,North Dakota,Burleigh County,2
ND,North Dakota,Cass County,6
ND,North Dakota,Cavalier County,0
ND,North Dakota,Dickey County,0
ND,North Dakota,Divide County,0
ND,North Dakota,Dunn County,0
ND,North Dakota,Eddy County,0
ND,North Dakota,Emmons County,0
ND,North Dakota,Foster County,0
ND,North Dakota,Golden Valley County,0
ND,North Dakota,Grand Forks County,2
ND,North Dakota,Grant County,0
ND,North Dakota,Griggs County,0
ND,North Dakota,Hettinger County,0
ND,North Dakota,Kidder County,0
ND,North Dakota,LaMoure County,0
ND,North Dakota,Logan County,0
ND,North Dakota,McHenry County,0
ND,North Dakota,McIntosh County,0
ND,North Dakota,McKenzie County,0
ND,North Dakota,McLean County,0
ND,North Dakota,Mercer County,0
ND,North Dakota,Morton County,0
ND,North Dakota,Mountrail County,0
ND,North Dakota,Nelson County,0
ND,North Dakota,Oliver County,0
ND,North Dakota,Pembina County,0
ND,North Dakota,Pierce County,0
ND,North Dakota,Ramsey County,0
ND,North Dakota,Ransom County,0
ND,North Dakota,Renville County,0
ND,North Dakota,Richland County,2
ND,North Dakota,Rolette County,0
ND,North Dakota,Sargent County,0
ND,North Dakota,Sheridan County,0
ND,North Dakota,Sioux County,1
ND,North Dakota,Slope County,0
ND,North Dakota,Stark County,0
ND,North Dakota,Steele County,0
ND,North Dakota,Stutsman County,1
ND,North Dakota,Towner County,0
ND,North Dakota,Traill County,0
ND,North Dakota,Walsh County,0
ND,North Dakota,Ward County,1
ND,North Dakota,Wells County,0
ND,North Dakota,Williams County,0
OH,Ohio,Adams County,0
OH,Ohio,Allen County,1
OH,Ohio,Ashland County,11
OH,Ohio,Ashtabula County,2
OH,Ohio,Athens County,11
OH,Ohio,Auglaize County,2
OH,Ohio,Belmont County,18
OH,Ohio,Brown County,1
OH,Ohio,Butler County,2
OH,Ohio,Carroll County,33
OH,Ohio,Champaign County,0
OH,Ohio,Clark County,7
OH,Ohio,Clermont County,16
OH,Ohio,Clinton County,0
OH,Ohio,Columbiana County,122
OH,Ohio,Coshocton County,52
OH,Ohio,Crawford County,3
OH,Ohio,Cuyahoga County,28
OH,Ohio,Darke County,0
OH,Ohio,Defiance County,1
OH,Ohio,Delaware County,5
OH,Ohio,Erie County,7
OH,Ohio,Fairfield County,37
OH,Ohio,Fayette County,0
OH,Ohio,Franklin County,42
OH,Ohio,Fulton County,0
OH,Ohio,Gallia County,4
OH,Ohio,Geauga County,9
OH,Ohio,Greene County,2
OH,Ohio,Guernsey County,43
OH,Ohio,Hamilton County,19
OH,Ohio,Hancock County,2
OH,Ohio,Hardin County,0
OH,Ohio,Harrison County,27
OH,Ohio,Henry County,1
OH,Ohio,Highland County,2
OH,Ohio,Hocking County,21
OH,Ohio,Holmes County,45
OH,Ohio,Huron County,2
OH,Ohio,Jackson County,25
OH,Ohio,Jefferson County,9
OH,Ohio,Knox County,59
OH,Ohio,Lake County,14
OH,Ohio,Lawrence County,0
OH,Ohio,Licking County,58
OH,Ohio,Logan County,2
OH,Ohio,Lorain County,6
OH,Ohio,Lucas County,2
OH,Ohio,Madison County,3
OH,Ohio,Mahoning County,23
OH,Ohio,Marion County,3
OH,Ohio,Medina County,15
OH,Ohio,Meigs County,3
OH,Ohio,Mercer County,0
OH,Ohio,Miami County,1
OH,Ohio,Monroe County,4
OH,Ohio,Montgomery County,7
OH,Ohio,Morgan County,9
OH,Ohio,Morrow County,2
OH,Ohio,Muskingum County,95
OH,Ohio,Noble County,3
OH,Ohio,Ottawa County,0
OH,Ohio,Paulding County,0
OH,Ohio,Perry County,11
OH,Ohio,Pickaway County,4
OH,Ohio,Pike County,0
OH,Ohio,Portage County,9
OH,Ohio,Preble County,2
OH,Ohio,Putnam County,0
OH,Ohio,Richland County,31
OH,Ohio,Ross County,11
OH,Ohio,Sandusky County,0
OH,Ohio,Scioto County,3
OH,Ohio,Seneca County,1
OH,Ohio,Shelby County,0
OH,Ohio,Stark County,89
OH,Ohio,Summit County,46
OH,Ohio,Trumbull County,39
OH,Ohio,Tuscarawas County,78
OH,Ohio,Union County,1
OH,Ohio,Van Wert County,0
OH,Ohio,Vinton County,1
OH,Ohio,Warren County,4
OH,Ohio,Washington County,22
OH,Ohio,Wayne County,33
OH,Ohio,Williams County,0
OH,Ohio,Wood County,1
OH,Ohio,Wyandot County,0
OK,Oklahoma,Adair County,0
OK,Oklahoma,Alfalfa County,0
OK,Oklahoma,Atoka County,0
OK,Oklahoma,Beaver County,0
OK,Oklahoma,Beckham County,0
OK,Oklahoma,Blaine County,0
OK,Oklahoma,Bryan County,0
OK,Oklahoma,Caddo County,0
OK,Oklahoma,Canadian County,0
OK,Oklahoma,Carter County,0
OK,Oklahoma,Cherokee County,0
OK,Oklahoma,Choctaw County,0
OK,Oklahoma,Cimarron County,0
OK,Oklahoma,Cleveland County,0
OK,Oklahoma,Coal County,0
OK,Oklahoma,Comanche County,0
OK,Oklahoma,Cotton County,0
OK,Oklahoma,Craig County,0
OK,Oklahoma,Creek County,0
OK,Oklahoma,Custer County,0
OK,Oklahoma,Delaware County,0
OK,Oklahoma,Dewey County,0
OK,Oklahoma,Ellis County,0
OK,Oklahoma,Garfield County,0
OK,Oklahoma,Garvin County,0
OK,Oklahoma,Grady County,0
OK,Oklahoma,Grant County,0
OK,Oklahoma,Greer County,0
OK,Oklahoma,Harmon County,0
OK,Oklahoma,Harper County,0
OK,Oklahoma,Haskell County,0
OK,Oklahoma,Hughes County,0
OK,Oklahoma,Jackson County,0
OK,Oklahoma,Jefferson County,0
OK,Oklahoma,Johnston County,0
OK,Oklahoma,Kay County,0
OK,Oklahoma,Kingfisher County,0
OK,Oklahoma,Kiowa County,0
OK,Oklahoma,Latimer County,0
OK,Oklahoma,Le Flore County,0
OK,Oklahoma,Lincoln County,0
OK,Oklahoma,Logan County,0
OK,Oklahoma,Love County,0
OK,Oklahoma,McClain County,0
OK,Oklahoma,McCurtain County,0
OK,Oklahoma,McIntosh County,0
OK,Oklahoma,Major County,0
OK,Oklahoma,Marshall County,0
OK,Oklahoma,Mayes County,0
OK,Oklahoma,Murray County,0
OK,Oklahoma,Muskogee County,0
OK,Oklahoma,Noble County,0
OK,Oklahoma,Nowata County,0
OK,Oklahoma,Okfuskee County,0
OK,Oklahoma,Oklahoma County,0
OK,Oklahoma,Okmulgee County,0
OK,Oklahoma,Osage County,0
OK,Oklahoma,Ottawa County,0
OK,Oklahoma,Pawnee County,0
OK,Oklahoma,Payne County,0
OK,Oklahoma,Pittsburg County,0
OK,Oklahoma,Pontotoc County,0
OK,Oklahoma,Pottawatomie County,1
OK,Oklahoma,Pushmataha County,0
OK,Oklahoma,Roger Mills County,0
OK,Oklahoma,Rogers County,0
OK,Oklahoma,Seminole County,0
OK,Oklahoma,Sequoyah County,0
OK,Oklahoma,Stephens County,0
OK,Oklahoma,Texas County,0
OK,Oklahoma,Tillman County,0
OK,Oklahoma,Tulsa County,2
OK,Oklahoma,Wagoner County,0
OK,Oklahoma,Washington County,0
OK,Oklahoma,Washita County,0
OK,Oklahoma,Woods County,0
OK,Oklahoma,Woodward County,0
OR,Oregon,Baker County,0
OR,Oregon,Benton County,2
OR,Oregon,Clackamas County,3
OR,Oregon,Clatsop County,2
OR,Oregon,Columbia County,0
OR,Oregon,Coos County,3
OR,Oregon,Crook County,0
OR,Oregon,Curry County,0
OR,Oregon,Deschutes County,4
OR,Oregon,Douglas County,2
OR,Oregon,Gilliam County,0
OR,Oregon,Grant County,0
OR,Oregon,Harney County,0
OR,Oregon,Hood River County,2
OR,Oregon,Jackson County,1
OR,Oregon,Jefferson County,1
OR,Oregon,Josephine County,12
OR,Oregon,Klamath County,4
OR,Oregon,Lake County,1
OR,Oregon,Lane County,1
OR,Oregon,Lincoln County,0
OR,Oregon,Linn County,3
OR,Oregon,Malheur County,0
OR,Oregon,Marion County,6
OR,Oregon,Morrow County,0
OR,Oregon,Multnomah County,9
OR,Oregon,Polk County,1
OR,Oregon,Sherman County,0
OR,Oregon,Tillamook County,2
OR,Oregon,Umatilla County,0
OR,Oregon,Union County,0
OR,Oregon,Wallowa County,0
OR,Oregon,Wasco County,0
OR,Oregon,Washington County,2
OR,Oregon,Wheeler County,0
OR,Oregon,Yamhill County,0
PA,Pennsylvania,Adams County,145
PA,Pennsylvania,Allegheny County,1485
PA,Pennsylvania,Armstrong County,302
PA,Pennsylvania,Beaver County,179
PA,Pennsylvania,Bedford County,73
PA,Pennsylvania,Berks County,551
PA,Pennsylvania,Blair County,260
PA,Pennsylvania,Bradford County,168
PA,Pennsylvania,Bucks County,672
PA,Pennsylvania,Butler County,631
PA,Pennsylvania,Cambria County,314
PA,Pennsylvania,Cameron County,37
PA,Pennsylvania,Carbon County,16
PA,Pennsylvania,Centre County,303
PA,Pennsylvania,Chester County,934
PA,Pennsylvania,Clarion County,200
PA,Pennsylvania,Clearfield County,308
PA,Pennsylvania,Clinton County,51
PA,Pennsylvania,Columbia County,32
PA,Pennsylvania,Crawford County,440
PA,Pennsylvania,Cumberland County,224
PA,Pennsylvania,Dauphin County,219
PA,Pennsylvania,Delaware County,436
PA,Pennsylvania,Elk County,113
PA,Pennsylvania,Erie County,374
PA,Pennsylvania,Fayette County,215
PA,Pennsylvania,Forest County,40
PA,Pennsylvania,Franklin County,130
PA,Pennsylvania,Fulton County,24
PA,Pennsylvania,Greene County,117
PA,Pennsylvania,Huntingdon County,133
PA,Pennsylvania,Indiana County,231
PA,Pennsylvania,Jefferson County,326
PA,Pennsylvania,Juniata County,29
PA,Pennsylvania,Lackawanna County,150
PA,Pennsylvania,Lancaster County,523
PA,Pennsylvania,Lawrence County,137
PA,Pennsylvania,Lebanon County,185
PA,Pennsylvania,Lehigh County,59
PA,Pennsylvania,Luzerne County,129
PA,Pennsylvania,Lycoming County,143
PA,Pennsylvania,McKean County,162
PA,Pennsylvania,Mercer County,238
PA,Pennsylvania,Mifflin County,45
PA,Pennsylvania,Monroe County,98
PA,Pennsylvania,Montgomery County,714
PA,Pennsylvania,Montour County,11
PA,Pennsylvania,Northampton County,111
PA,Pennsylvania,Northumberland County,47
PA,Pennsylvania,Perry County,115
PA,Pennsylvania,Philadelphia County,356
PA,Pennsylvania,Pike County,155
PA,Pennsylvania,Potter County,106
PA,Pennsylvania,Schuylkill County,73
PA,Pennsylvania,Snyder County,35
PA,Pennsylvania,Somerset County,203
PA,Pennsylvania,Sullivan County,11
PA,Pennsylvania,Susquehanna County,154
PA,Pennsylvania,Tioga County,121
PA,Pennsylvania,Union County,40
PA,Pennsylvania,Venango County,296
PA,Pennsylvania,Warren County,231
PA,Pennsylvania,Washington County,458
PA,Pennsylvania,Wayne County,260
PA,Pennsylvania,Westmoreland County,982
PA,Pennsylvania,Wyoming County,56
PA,Pennsylvania,York County,555
RI,Rhode Island,Bristol County,143
RI,Rhode Island,Kent County,377
RI,Rhode Island,Newport County,378
RI,Rhode Island,Providence County,1000
RI,Rhode Island,Washington County,954
SC,South Carolina,Abbeville County,0
SC,South Carolina,Aiken County,1
SC,South Carolina,Allendale County,0
SC,South Carolina,Anderson County,1
SC,South Carolina,Bamberg County,0
SC,South Carolina,Barnwell County,0
SC,South Carolina,Beaufort County,8
SC,South Carolina,Berkeley County,2
SC,South Carolina,Calhoun County,1
SC,South Carolina,Charleston County,7
SC,South Carolina,Cherokee County,0
SC,South Carolina,Chester County,0
SC,South Carolina,Chesterfield County,0
SC,South Carolina,Clarendon County,1
SC,South Carolina,Colleton County,0
SC,South Carolina,Darlington County,0
SC,South Carolina,Dillon County,0
SC,South Carolina,Dorchester County,2
SC,South Carolina,Edgefield County,0
SC,South Carolina,Fairfield County,0
SC,South Carolina,Florence County,1
SC,South Carolina,Georgetown County,1
SC,South Carolina,Greenville County,5
SC,South Carolina,Greenwood County,0
SC,South Carolina,Hampton County,0
SC,South Carolina,Horry County,6
SC,South Carolina,Jasper County,2
SC,South Carolina,Kershaw County,1
SC,South Carolina,Lancaster County,0
SC,South Carolina,Laurens County,0
SC,South Carolina,Lee County,0
SC,South Carolina,Lexington County,4
